0;0;0;0;land;false;unknown;0
1;149;199;191;land;false;plains;1
2;210;198;243;land;true;plains;1
3;214;241;112;land;true;plains;1
4;199;193;245;land;false;plains;1
5;186;187;226;land;true;plains;1
6;185;155;249;land;false;plains;1
7;143;232;212;land;true;plains;1
8;235;233;76;land;true;plains;1
9;145;204;224;land;true;plains;1
10;159;209;202;land;false;plains;1
11;172;252;194;land;false;plains;1
12;211;185;181;land;false;plains;1
13;180;243;243;land;false;plains;1
14;85;226;207;land;false;plains;1
15;188;183;212;land;true;plains;1
16;201;208;231;land;false;plains;1
17;246;178;95;land;false;plains;1
18;223;125;220;land;true;plains;1
19;132;209;231;land;true;plains;1
20;246;187;204;land;true;plains;1
21;235;167;132;land;false;plains;1
22;206;63;239;land;false;plains;1
23;215;239;134;land;true;plains;1
24;194;245;210;land;false;plains;1
25;138;142;224;land;false;plains;1
26;245;226;201;land;false;plains;1
27;221;238;82;land;true;plains;1
28;226;252;106;land;true;plains;1
29;80;185;251;land;true;plains;1
30;112;246;184;land;false;plains;1
31;165;201;254;land;true;plains;1
32;191;235;193;land;true;plains;1
33;147;253;159;land;true;plains;1
34;187;186;199;land;true;plains;1
35;118;246;216;land;false;plains;1
36;173;248;96;land;false;plains;1
37;138;144;247;land;false;plains;1
38;235;102;172;land;false;plains;1
39;204;178;226;land;false;plains;1
40;222;174;109;land;true;plains;1
41;244;186;247;land;true;plains;1
42;239;193;80;land;false;plains;1
43;122;228;213;land;false;plains;1
44;192;195;137;land;false;plains;1
45;238;153;111;land;false;plains;1
46;205;175;124;land;false;plains;1
47;169;175;190;land;true;plains;1
48;180;233;172;land;false;plains;1
49;207;191;109;land;true;plains;1
50;196;160;215;land;true;plains;1
51;226;123;233;land;true;plains;1
52;128;196;213;land;false;plains;1
53;233;234;90;land;true;plains;1
54;170;140;229;land;false;plains;1
55;241;67;238;land;false;plains;1
56;215;172;176;land;false;plains;1
57;213;210;156;land;true;plains;1
58;248;227;157;land;false;plains;1
59;197;164;140;land;false;plains;1
60;234;229;253;land;false;plains;1
61;197;203;223;land;true;plains;1
62;210;166;183;land;false;plains;1
63;44;231;247;land;false;plains;1
64;240;235;142;land;false;plains;1
65;109;220;203;land;false;plains;1
66;248;230;82;land;false;plains;1
67;241;188;230;land;false;plains;1
68;136;218;231;land;false;plains;1
69;190;201;140;land;true;plains;1
70;123;217;249;land;false;plains;1
71;155;148;242;land;true;plains;1
72;156;100;250;land;false;plains;1
73;248;233;226;land;true;plains;1
74;173;179;190;land;true;plains;1
75;218;209;152;land;false;plains;1
76;162;250;159;land;true;plains;1
77;231;120;248;land;false;plains;1
78;174;210;171;land;false;plains;1
79;246;84;243;land;true;plains;1
80;190;129;243;land;false;plains;1
81;219;140;241;land;false;plains;1
82;253;180;208;land;true;plains;1
83;213;234;147;land;true;plains;1
84;142;243;133;land;false;plains;1
85;193;203;243;land;false;plains;1
86;119;233;168;land;false;plains;1
87;160;211;179;land;true;plains;1
88;208;231;147;land;false;plains;1
89;211;85;225;land;false;plains;1
90;144;221;235;land;false;plains;1
91;236;233;141;land;false;plains;1
92;208;147;155;land;false;plains;1
93;219;190;192;land;false;plains;1
94;185;232;244;land;true;plains;1
95;155;232;210;land;false;plains;1
96;111;235;194;land;true;plains;1
97;149;253;113;land;false;plains;1
98;209;223;141;land;false;plains;1
99;135;238;237;land;false;plains;1
100;116;206;254;land;false;plains;1
101;207;192;163;land;false;plains;1
102;250;227;190;land;true;plains;1
103;236;63;224;land;true;plains;1
104;206;240;154;land;false;plains;1
105;154;251;164;land;true;plains;1
106;121;248;249;land;true;plains;1
107;217;232;116;land;true;plains;1
108;199;226;124;land;true;plains;1
109;221;130;222;land;false;plains;1
110;239;172;223;land;true;plains;1
111;207;173;213;land;true;plains;1
112;240;108;185;land;false;plains;1
113;202;252;183;land;false;plains;1
114;233;175;106;land;false;plains;1
115;179;176;219;land;false;plains;1
116;184;196;150;land;true;plains;1
117;179;199;163;land;true;plains;1
118;217;237;249;land;true;plains;1
119;238;188;121;land;false;plains;1
120;159;238;152;land;false;plains;1
121;222;249;234;land;false;plains;1
122;91;244;191;land;false;plains;1
123;246;249;48;land;false;plains;1
124;174;161;236;land;false;plains;1
125;95;236;183;land;true;plains;1
126;192;197;209;land;true;plains;1
127;124;184;225;land;true;plains;1
